id,record_id,batch_index,row_index,form_type,source_parent,source_basename,image_rel,raw_score_text,qwen_raw_text,ocr_text,ocr_mode,final_score,final_source,need_review,review_reason,manual_score,review_note
file_00006_row_05,file_00006,6,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_05_ส_ส_5_18_บช__pdf.png,801211425,digit=1 | word=7,1,digit_word_mismatch,1.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00006_row_06,file_00006,6,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_06_ส_ส_5_18_บช__pdf.png,55559425,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_07,file_00006,6,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_07_ส_ส_5_18_บช__pdf.png,000000000000,digit=0 | word=สาม | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00006_row_08,file_00006,6,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_08_ส_ส_5_18_บช__pdf.png,000000000000,digit=7 -> local_zero_fix | word=6,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00006_row_09,file_00006,6,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00006_row_09_ส_ส_5_18_บช__pdf.png,73751211,digit=0 | word=0 | local_zero_like=True,0,zero_local_accept,0.0,qwen,False,zero_local_accept,,
file_00008_row_00,file_00008,8,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_00_ส_ส_5_18_บช__pdf.png,4494545,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00008_row_01,file_00008,8,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_01_ส_ส_5_18_บช__pdf.png,000000000000,digit=31 | word=10,31,digit_word_mismatch,31.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_02,file_00008,8,2,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_02_ส_ส_5_18_บช__pdf.png,000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00008_row_03,file_00008,8,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_03_ส_ส_5_18_บช__pdf.png,0000000000000,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00008_row_04,file_00008,8,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_04_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00008_row_05,file_00008,8,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_05_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00008_row_06,file_00008,8,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_06_ส_ส_5_18_บช__pdf.png,000000000000,digit=1 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_07,file_00008,8,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_07_ส_ส_5_18_บช__pdf.png,000000000000,digit=1 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_08,file_00008,8,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_08_ส_ส_5_18_บช__pdf.png,000000000000000000,digit=13 | word=7,13,digit_word_mismatch,13.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00008_row_09,file_00008,8,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00008_row_09_ส_ส_5_18_บช__pdf.png,40101415,digit=1 | word=9,1,digit_word_mismatch,1.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00009_row_00,file_00009,9,0,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_00_ส_ส_5_18_pdf.png,7762329,digit=7 | word=5,7,digit_word_mismatch,7.0,qwen_unverified,True,mismatch_7_risky,,
file_00009_row_01,file_00009,9,1,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_01_ส_ส_5_18_pdf.png,88059,digit=454 | word=1,454,digit_word_mismatch,454.0,qwen_unverified,True,mismatch_long_number,,
file_00009_row_02,file_00009,9,2,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_02_ส_ส_5_18_pdf.png,000000000000000000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00009_row_03,file_00009,9,3,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_03_ส_ส_5_18_pdf.png,4000000000000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00009_row_04,file_00009,9,4,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_04_ส_ส_5_18_pdf.png,000000000000,digit=21 | word=10,21,digit_word_mismatch,21.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00009_row_05,file_00009,9,5,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,ส.ส.5_18.pdf,score_annotation_export/score_crops/file_00009_row_05_ส_ส_5_18_pdf.png,000000000000000000,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00011_row_00,file_00011,11,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_00_merged_pdf.png,5550545,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_01,file_00011,11,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_01_merged_pdf.png,000000000000,digit=5,5,digit_primary_fast,5.0,qwen,False,digit_primary_fast,,
file_00011_row_02,file_00011,11,2,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_02_merged_pdf.png,000000000000,digit=4 | word=1,4,digit_word_mismatch,4.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_03,file_00011,11,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_03_merged_pdf.png,282800,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00011_row_04,file_00011,11,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_04_merged_pdf.png,55559425,digit=7 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_05,file_00011,11,5,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_05_merged_pdf.png,008925,digit=5,5,digit_primary_fast,5.0,qwen,False,digit_primary_fast,,
file_00011_row_06,file_00011,11,6,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_06_merged_pdf.png,00859,digit=7 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_07,file_00011,11,7,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_07_merged_pdf.png,000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_09,file_00011,11,9,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_09_merged_pdf.png,555,digit=4 | word=9,4,digit_word_mismatch,4.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_10,file_00011,11,10,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_10_merged_pdf.png,555555,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_11,file_00011,11,11,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_11_merged_pdf.png,000000,digit=7 | word=1,7,digit_word_mismatch,7.0,qwen_unverified,True,mismatch_7_risky,,
file_00011_row_13,file_00011,11,13,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_13_merged_pdf.png,000000000000,digit=7 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_16,file_00011,11,16,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_16_merged_pdf.png,000000000000,digit=0 | word=6,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_17,file_00011,11,17,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_17_merged_pdf.png,000000000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_18,file_00011,11,18,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_18_merged_pdf.png,555000000000000,digit=0 | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_19,file_00011,11,19,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_19_merged_pdf.png,1000,digit=3,3,digit_primary_fast,3.0,qwen,False,digit_primary_fast,,
file_00011_row_20,file_00011,11,20,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_20_merged_pdf.png,2222000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00011_row_21,file_00011,11,21,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_21_merged_pdf.png,434425425,digit=7 | word=1,7,digit_word_mismatch,7.0,qwen_unverified,True,mismatch_7_risky,,
file_00011_row_22,file_00011,11,22,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_22_merged_pdf.png,5000,digit=0 | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00011_row_23,file_00011,11,23,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),merged.pdf,score_annotation_export/score_crops/file_00011_row_23_merged_pdf.png,000000000000,digit=9,9,digit_primary_fast,9.0,qwen,False,digit_primary_fast,,
file_00012_row_00,file_00012,12,0,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00012_row_00_ส_ส_5_18_บช__pdf.png,228202,digit=2,2,digit_primary_fast,2.0,qwen,False,digit_primary_fast,,
file_00012_row_01,file_00012,12,1,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00012_row_01_ส_ส_5_18_บช__pdf.png,228925,digit=19 | word=1,19,digit_word_mismatch,19.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00012_row_03,file_00012,12,3,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00012_row_03_ส_ส_5_18_บช__pdf.png,000000000000,digit=1 | word=10,1,digit_word_mismatch,1.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00012_row_04,file_00012,12,4,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00012_row_04_ส_ส_5_18_บช__pdf.png,5552500,digit=5,5,digit_primary_fast,5.0,qwen,False,digit_primary_fast,,
file_00012_row_08,file_00012,12,8,party_list,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,ส.ส.5_18(บช).pdf,score_annotation_export/score_crops/file_00012_row_08_ส_ส_5_18_บช__pdf.png,4044545,digit=4 | word=1,4,digit_word_mismatch,4.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00013_row_00,file_00013,13,0,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,สส.5_18.pdf,score_annotation_export/score_crops/file_00013_row_00_สส_5_18_pdf.png,555555,digit=18 | word=1,18,digit_word_mismatch,18.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00013_row_01,file_00013,13,1,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,สส.5_18.pdf,score_annotation_export/score_crops/file_00013_row_01_สส_5_18_pdf.png,2020,digit=372 | word=9,372,digit_word_mismatch,372.0,qwen_unverified,True,mismatch_long_number,,
file_00013_row_02,file_00013,13,2,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,สส.5_18.pdf,score_annotation_export/score_crops/file_00013_row_02_สส_5_18_pdf.png,5555000,digit=15 | word=1,15,digit_word_mismatch,15.0,qwen_soft_accept,False,mismatch_soft_accept,,
file_00013_row_03,file_00013,13,3,constituency,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,สส.5_18.pdf,score_annotation_export/score_crops/file_00013_row_03_สส_5_18_pdf.png,5555945,digit=4 -> local_zero_fix | word=1,0,digit_word_mismatch,0.0,qwen_soft_accept,False,mismatch_soft_accept,,
